n,p,k,ph,rainfall,temperature,n_p_ratio,n_k_ratio,temp_rainfall,crop,split
20,60,20,6.14,113.7,30.26666667,0.32786885245901637,0.9523809523809523,3441.320000379,horsegram,train
80,40,40,5.44,182.5,29.2,1.951219512195122,1.951219512195122,5329.0,rice,train
120,40,20,5.44,884.5,27.65454545,2.926829268292683,5.714285714285714,24460.445450525,cotton,train
70,40,45,5.44,70.598,18.92,1.7073170731707317,1.5217391304347827,1335.71416,barley,train
20,60,20,5.52,1151.02,28.03333333,0.32786885245901637,0.9523809523809523,32266.9273294966,soyabean,train
50,60,30,5.56,1166.94,28.33333333,0.819672131147541,1.6129032258064515,33063.2999961102,sunflower,train
150,60,90,4.88,810.26,29.95636364,2.459016393442623,1.6483516483516483,24272.4432029464,potato,train
150,60,90,5.14,157.31,25.83333333,2.459016393442623,1.6483516483516483,4063.8416661423,potato,train
50,60,30,5.54,579.75,34.01,0.819672131147541,1.6129032258064515,19717.2975,sunflower,train
120,60,65,5.84,1426.3,26.73636364,1.9672131147540983,1.8181818181818181,38134.075459732,onion,train
80,40,20,5.58,235.4251,26.64666667,1.951219512195122,3.8095238095238093,6273.294165451416,maize,train
80,40,20,5.36,1166.94,28.33333333,1.951219512195122,3.8095238095238093,33063.2999961102,maize,train
50,10,60,5.32,1426.3,26.73636364,4.545454545454546,0.819672131147541,38134.075459732,garlic,train
70,40,45,5.38,140.52,14.254999995,1.7073170731707317,1.5217391304347827,2003.1125992974003,barley,train
80,40,20,5.66,1166.94,28.33333333,1.951219512195122,3.8095238095238093,33063.2999961102,maize,train
50,40,20,5.12,87.2,23.106,1.2195121951219512,2.380952380952381,2014.8432000000003,rapeseed,train
50,40,20,4.88,5.274,27.016,1.2195121951219512,2.380952380952381,142.482384,rapeseed,train
50,40,20,5.4,1246.715,22.6,1.2195121951219512,2.380952380952381,28175.759,ragi,train
50,40,20,4.98,235.4251,26.64666667,1.2195121951219512,2.380952380952381,6273.294165451416,rapeseed,train
50,40,20,5.04,293.36,14.7,1.2195121951219512,2.380952380952381,4312.392,rapeseed,train
100,75,50,6.48,884.5,27.65454545,1.3157894736842106,1.9607843137254901,24460.445450525,banana,train
80,40,40,5.44,10.265748,25.76,1.951219512195122,1.951219512195122,264.44566848000005,rice,train
150,60,90,4.94,122.42,18.58,2.459016393442623,1.6483516483516483,2274.5636,potato,train
50,10,60,5.48,1411.78,19.94545455,4.545454545454546,0.819672131147541,28158.593824599,garlic,train
120,60,65,5.88,143.023456,29.6,1.9672131147540983,1.8181818181818181,4233.4942976,onion,train
150,60,90,5.12,1026.64,29.18636364,2.459016393442623,1.6483516483516483,29963.888367369604,potato,train
25,60,100,5.14,1026.64,29.18636364,0.4098360655737705,0.24752475247524752,29963.888367369604,turmeric,train
20,40,20,5.34,167.38,23.56,0.4878048780487805,0.9523809523809523,3943.4727999999996,moong,train
90,20,120,5.06,1050.245,18.77818182,4.285714285714286,0.743801652892562,19721.691565545898,sweetpotato,train
20,40,20,5.36,199.2125,21.3,0.4878048780487805,0.9523809523809523,4243.226250000001,moong,train
50,40,20,5.58,207.55,26.43333333,1.2195121951219512,2.380952380952381,5486.2383326415,ragi,train
120,40,20,5.32,1098.26,15.5,2.926829268292683,5.714285714285714,17023.03,cotton,train
10,20,20,6.52,884.5,27.65454545,0.47619047619047616,0.47619047619047616,24460.445450525,coriander,train
20,40,20,5.62,288.3,25.46,0.4878048780487805,0.9523809523809523,7340.118,moong,train
10,20,20,6.38,1026.64,29.18636364,0.47619047619047616,0.47619047619047616,29963.888367369604,coriander,train
50,60,30,5.58,1246.715,22.6,0.819672131147541,1.6129032258064515,28175.759,sunflower,train
20,60,20,5.42,1875.6,20.1,0.32786885245901637,0.9523809523809523,37699.56,soyabean,train
150,60,90,4.94,1089.6,20.70909091,2.459016393442623,1.6483516483516483,22564.625455536,potato,train
20,40,20,5.62,516.68,27.86666667,0.4878048780487805,0.9523809523809523,14398.1493350556,moong,train
50,40,20,5.48,167.38,23.56,1.2195121951219512,2.380952380952381,3943.4727999999996,ragi,train
50,60,30,5.64,1151.02,28.03333333,0.819672131147541,1.6129032258064515,32266.9273294966,sunflower,train
120,40,20,5.44,1220.22,27.26666667,2.926829268292683,5.714285714285714,33271.3320040674,cotton,train
80,40,40,5.5,497.88,25.03333333,1.951219512195122,1.951219512195122,12463.595998340401,rice,train
50,40,20,5.58,770.44,28.68,1.2195121951219512,2.380952380952381,22096.2192,ragi,train
50,10,60,5.46,1026.64,29.18636364,4.545454545454546,0.819672131147541,29963.888367369604,garlic,train
120,40,20,5.6,331.88,35.34666667,2.926829268292683,5.714285714285714,11730.851734439599,cotton,train
10,20,20,6.42,421.14,28.50727273,0.47619047619047616,0.47619047619047616,12005.5528375122,coriander,train
120,40,20,5.5,654.34,29.26666667,2.926829268292683,5.714285714285714,19150.3506688478,cotton,train
10,20,20,6.57,942.8,28.99454545,0.47619047619047616,0.47619047619047616,27336.05745026,coriander,train
70,40,45,5.46,140.52,14.254999995,1.7073170731707317,1.5217391304347827,2003.1125992974003,barley,train
100,75,50,6.46,689.88,29.03727273,1.3157894736842106,1.9607843137254901,20032.2337109724,banana,train
90,20,120,5.16,1145.22,28.5,4.285714285714286,0.743801652892562,32638.77,sweetpotato,train
120,60,65,6.04,1426.3,26.73636364,1.9672131147540983,1.8181818181818181,38134.075459732,onion,train
50,40,20,5.64,1145.22,28.5,1.2195121951219512,2.380952380952381,32638.77,ragi,train
50,60,30,5.34,75.32,22.676,0.819672131147541,1.6129032258064515,1707.9563199999998,sunflower,train
20,60,20,6.06,1011.49,30.43,0.32786885245901637,0.9523809523809523,30779.6407,horsegram,train
120,60,65,6.0,98.94,25.574,1.9672131147540983,1.8181818181818181,2530.29156,onion,train
120,40,20,5.52,331.88,35.34666667,2.926829268292683,5.714285714285714,11730.851734439599,cotton,train
90,20,120,4.84,840.46,33.58333333,4.285714285714286,0.743801652892562,28225.448330531803,sweetpotato,train
80,40,40,5.4,411.52,34.73,1.951219512195122,1.951219512195122,14292.089599999998,rice,train
120,60,65,5.98,884.5,27.65454545,1.9672131147540983,1.8181818181818181,24460.445450525,onion,train
120,60,65,5.88,689.88,29.03727273,1.9672131147540983,1.8181818181818181,20032.2337109724,onion,train
10,20,20,6.57,1037.32,28.08181818,0.47619047619047616,0.47619047619047616,29129.831634477596,coriander,train
50,60,30,5.52,1011.49,30.43,0.819672131147541,1.6129032258064515,30779.6407,sunflower,train
60,30,30,6.5,1111.68,28.64818182,1.935483870967742,1.935483870967742,31847.610765657602,wheat,train
60,30,30,6.57,87.2,23.106,1.935483870967742,1.935483870967742,2014.8432000000003,wheat,train
80,40,20,5.58,288.3,25.46,1.951219512195122,3.8095238095238093,7340.118,maize,train
80,40,40,5.66,702.459,27.23333333,1.951219512195122,1.951219512195122,19130.30009765847,rice,train
50,10,60,5.34,1426.3,26.73636364,4.545454545454546,0.819672131147541,38134.075459732,garlic,train
150,60,90,4.92,293.36,14.7,2.459016393442623,1.6483516483516483,4312.392,potato,train
150,60,90,5.08,700.241,22.19090909,2.459016393442623,1.6483516483516483,15538.98437209069,potato,train
50,40,20,4.92,145.76,21.66,1.2195121951219512,2.380952380952381,3157.1616,rapeseed,train
80,40,40,5.64,1110.78,25.66666667,1.951219512195122,1.951219512195122,28510.0200037026,rice,train
70,40,45,5.64,70.598,18.92,1.7073170731707317,1.5217391304347827,1335.71416,barley,train
80,40,20,5.46,113.7,30.26666667,1.951219512195122,3.8095238095238093,3441.320000379,maize,train
80,40,40,5.64,490.74,27.6,1.951219512195122,1.951219512195122,13544.424,rice,train
80,40,40,5.42,1111.68,28.64818182,1.951219512195122,1.951219512195122,31847.610765657602,rice,train
25,60,100,4.9,664.94,22.03333333,0.4098360655737705,0.24752475247524752,14650.844664450202,turmeric,train
50,10,60,5.66,1166.94,28.33333333,4.545454545454546,0.819672131147541,33063.2999961102,garlic,train
90,20,120,5.08,579.75,34.01,4.285714285714286,0.743801652892562,19717.2975,sweetpotato,train
100,75,50,6.44,1350.025,26.01818182,1.3157894736842106,1.9607843137254901,35125.1959115455,banana,train
100,65,70,6.57,1111.68,28.64818182,1.5151515151515151,1.408450704225352,31847.610765657602,cabbage,train
80,40,40,5.34,810.26,29.95636364,1.951219512195122,1.951219512195122,24272.4432029464,rice,train
50,40,20,5.16,19.38,22.766,1.2195121951219512,2.380952380952381,441.20507999999995,rapeseed,train
150,60,90,4.86,75.32,22.676,2.459016393442623,1.6483516483516483,1707.9563199999998,potato,train
80,40,20,5.68,1145.22,28.5,1.951219512195122,3.8095238095238093,32638.77,maize,train
80,40,20,5.66,510.05,33.37333333,1.951219512195122,3.8095238095238093,17022.0686649665,maize,train
50,40,20,5.02,15.34,27.276,1.2195121951219512,2.380952380952381,418.41384,rapeseed,train
80,40,20,5.38,98.98,34.92333333,1.951219512195122,3.8095238095238093,3456.7115330034,maize,train
50,40,20,5.06,446.14,25.44,1.2195121951219512,2.380952380952381,11349.8016,rapeseed,train
80,40,40,5.32,411.52,34.73,1.951219512195122,1.951219512195122,14292.089599999998,rice,train
120,60,65,6.0,556.2,28.54545455,1.9672131147540983,1.8181818181818181,15876.98182071,onion,train
120,60,65,5.84,1111.68,28.64818182,1.9672131147540983,1.8181818181818181,31847.610765657602,onion,train
20,20,30,4.9,1111.68,28.64818182,0.9523809523809523,0.6451612903225806,31847.610765657602,mango,train
80,40,20,5.68,411.52,34.73,1.951219512195122,3.8095238095238093,14292.089599999998,maize,train
20,60,20,5.98,1145.22,28.5,0.32786885245901637,0.9523809523809523,32638.77,horsegram,train
70,40,45,5.46,75.32,22.676,1.7073170731707317,1.5217391304347827,1707.9563199999998,barley,train
25,60,100,4.84,1111.68,28.64818182,0.4098360655737705,0.24752475247524752,31847.610765657602,turmeric,train
50,60,30,5.64,199.2125,21.3,0.819672131147541,1.6129032258064515,4243.226250000001,sunflower,train
60,30,30,6.57,70.598,18.92,1.935483870967742,1.935483870967742,1335.71416,wheat,train
80,40,20,5.64,770.44,28.68,1.951219512195122,3.8095238095238093,22096.2192,maize,train
60,30,30,6.11,73.47,23.562,1.935483870967742,1.935483870967742,1731.10014,wheat,train
80,40,20,5.54,157.31,25.83333333,1.951219512195122,3.8095238095238093,4063.8416661423,maize,train
20,40,20,5.62,1145.22,28.5,0.4878048780487805,0.9523809523809523,32638.77,moong,train
120,40,20,5.52,297.66,29.56666667,2.926829268292683,5.714285714285714,8800.8140009922,cotton,train
80,40,20,5.32,579.75,34.01,1.951219512195122,3.8095238095238093,19717.2975,maize,train
20,60,20,5.54,1875.6,20.1,0.32786885245901637,0.9523809523809523,37699.56,soyabean,train
100,75,50,6.54,297.66,29.56666667,1.3157894736842106,1.9607843137254901,8800.8140009922,banana,train
60,30,30,6.3,15.34,27.276,1.935483870967742,1.935483870967742,418.41384,wheat,train
100,75,50,6.4,942.8,28.99454545,1.3157894736842106,1.9607843137254901,27336.05745026,banana,train
150,60,90,4.96,1110.78,25.66666667,2.459016393442623,1.6483516483516483,28510.0200037026,potato,train
90,20,120,4.98,884.5,27.65454545,4.285714285714286,0.743801652892562,24460.445450525,sweetpotato,train
20,40,20,5.38,840.46,33.58333333,0.4878048780487805,0.9523809523809523,28225.448330531803,moong,train
80,40,20,5.36,411.52,34.73,1.951219512195122,3.8095238095238093,14292.089599999998,maize,train
25,60,100,4.92,556.2,28.54545455,0.4098360655737705,0.24752475247524752,15876.98182071,turmeric,train
100,40,90,6.12,1350.025,26.01818182,2.4390243902439024,1.098901098901099,35125.1959115455,tomato,train
70,40,45,5.34,41.3,21.704,1.7073170731707317,1.5217391304347827,896.3752,barley,train
25,60,100,4.88,884.5,27.65454545,0.4098360655737705,0.24752475247524752,24460.445450525,turmeric,train
50,10,60,5.5,1426.3,26.73636364,4.545454545454546,0.819672131147541,38134.075459732,garlic,train
100,75,50,6.44,34.81,34.66666667,1.3157894736842106,1.9607843137254901,1206.7466667827,banana,train
80,40,40,5.58,976.06,25.66666667,1.951219512195122,1.951219512195122,25052.2066699202,rice,train
120,40,20,5.36,331.88,35.34666667,2.926829268292683,5.714285714285714,11730.851734439599,cotton,train
60,30,30,6.57,5.274,27.016,1.935483870967742,1.935483870967742,142.482384,wheat,train
50,10,60,5.42,2528.13,27.90909091,4.545454545454546,0.819672131147541,70557.8100022983,garlic,train
20,40,20,5.54,840.46,33.58333333,0.4878048780487805,0.9523809523809523,28225.448330531803,moong,train
80,40,40,5.6,664.94,22.03333333,1.951219512195122,1.951219512195122,14650.844664450202,rice,train
50,40,20,5.14,56.236,15.852,1.2195121951219512,2.380952380952381,891.453072,rapeseed,train
80,40,20,5.4,1220.22,27.26666667,1.951219512195122,3.8095238095238093,33271.3320040674,maize,train
20,40,20,5.52,510.05,33.37333333,0.4878048780487805,0.9523809523809523,17022.0686649665,moong,train
80,40,40,5.36,182.5,29.2,1.951219512195122,1.951219512195122,5329.0,rice,train
80,40,20,5.68,297.66,29.56666667,1.951219512195122,3.8095238095238093,8800.8140009922,maize,train
80,40,40,5.4,40.023,23.14,1.951219512195122,1.951219512195122,926.1322200000001,rice,train
20,40,20,5.56,3.274569,29.0,0.4878048780487805,0.9523809523809523,94.962501,moong,train
10,20,20,6.4,1111.68,28.64818182,0.47619047619047616,0.47619047619047616,31847.610765657602,coriander,train
80,40,20,5.6,654.34,29.26666667,1.951219512195122,3.8095238095238093,19150.3506688478,maize,train
150,60,90,5.12,2459.64,15.61818182,2.459016393442623,1.6483516483516483,38415.104731744796,potato,train
90,20,120,5.0,1299.26,26.51818182,4.285714285714286,0.743801652892562,34454.012911453196,sweetpotato,train
50,60,30,5.38,840.46,33.58333333,0.819672131147541,1.6129032258064515,28225.448330531803,sunflower,train
20,60,20,5.82,94.02,22.38,0.32786885245901637,0.9523809523809523,2104.1675999999998,horsegram,train
80,40,40,5.66,664.94,22.03333333,1.951219512195122,1.951219512195122,14650.844664450202,rice,train
80,40,20,5.58,1145.22,28.5,1.951219512195122,3.8095238095238093,32638.77,maize,train
80,40,40,5.58,1712.66,14.254999995,1.951219512195122,1.951219512195122,24413.9682914367,rice,train
90,20,120,5.18,1299.26,26.51818182,4.285714285714286,0.743801652892562,34454.012911453196,sweetpotato,train
50,60,30,5.38,70.11,25.6,0.819672131147541,1.6129032258064515,1794.816,sunflower,train
20,40,20,5.56,34.81,34.66666667,0.4878048780487805,0.9523809523809523,1206.7466667827,moong,train
100,65,70,6.34,1111.68,28.64818182,1.5151515151515151,1.408450704225352,31847.610765657602,cabbage,train
80,40,40,5.4,702.459,27.23333333,1.951219512195122,1.951219512195122,19130.30009765847,rice,train
50,40,20,5.44,1151.02,28.03333333,1.2195121951219512,2.380952380952381,32266.9273294966,ragi,train
50,60,30,5.42,1145.22,28.5,0.819672131147541,1.6129032258064515,32638.77,sunflower,train
120,60,65,6.08,689.88,29.03727273,1.9672131147540983,1.8181818181818181,20032.2337109724,onion,train
50,40,20,4.96,169.82,14.6,1.2195121951219512,2.380952380952381,2479.372,rapeseed,train
80,40,40,5.44,98.98,34.92333333,1.951219512195122,1.951219512195122,3456.7115330034,rice,train
120,60,65,6.08,15.34,27.276,1.9672131147540983,1.8181818181818181,418.41384,onion,train
50,40,20,5.32,1026.64,29.18636364,1.2195121951219512,2.380952380952381,29963.888367369604,ragi,train
150,60,90,5.04,240.1,14.254999995,2.459016393442623,1.6483516483516483,3422.6254987995,potato,train
80,40,40,5.5,1110.78,25.66666667,1.951219512195122,1.951219512195122,28510.0200037026,rice,train
50,50,50,5.84,556.2,28.54545455,0.9803921568627451,0.9803921568627451,15876.98182071,papaya,train
20,40,20,5.44,607.48,26.36666667,0.4878048780487805,0.9523809523809523,16017.2226686916,moong,train
20,60,20,6.02,1011.49,30.43,0.32786885245901637,0.9523809523809523,30779.6407,horsegram,train
70,40,45,5.52,293.36,14.7,1.7073170731707317,1.5217391304347827,4312.392,barley,train
20,40,20,5.52,884.5,27.65454545,0.4878048780487805,0.9523809523809523,24460.445450525,moong,train
20,40,20,5.64,607.48,26.36666667,0.4878048780487805,0.9523809523809523,16017.2226686916,moong,train
80,40,20,5.38,297.66,29.56666667,1.951219512195122,3.8095238095238093,8800.8140009922,maize,train
120,60,65,5.94,579.75,34.01,1.9672131147540983,1.8181818181818181,19717.2975,onion,train
50,60,30,5.52,579.75,34.01,0.819672131147541,1.6129032258064515,19717.2975,sunflower,train
25,60,100,5.0,884.5,27.65454545,0.4098360655737705,0.24752475247524752,24460.445450525,turmeric,train
50,60,30,5.66,157.31,25.83333333,0.819672131147541,1.6129032258064515,4063.8416661423,sunflower,train
80,40,20,5.32,297.66,29.56666667,1.951219512195122,3.8095238095238093,8800.8140009922,maize,train
50,40,20,5.62,579.75,34.01,1.2195121951219512,2.380952380952381,19717.2975,ragi,train
20,60,20,5.56,510.05,33.37333333,0.32786885245901637,0.9523809523809523,17022.0686649665,soyabean,train
25,60,100,5.0,1145.22,28.5,0.4098360655737705,0.24752475247524752,32638.77,turmeric,train
50,60,30,5.56,510.05,33.37333333,0.819672131147541,1.6129032258064515,17022.0686649665,sunflower,train
20,20,30,4.92,556.2,28.54545455,0.9523809523809523,0.6451612903225806,15876.98182071,mango,train
80,40,20,5.56,34.81,34.66666667,1.951219512195122,3.8095238095238093,1206.7466667827,maize,train
20,60,20,5.66,235.4251,26.64666667,0.32786885245901637,0.9523809523809523,6273.294165451416,soyabean,train
80,40,40,5.46,976.06,25.66666667,1.951219512195122,1.951219512195122,25052.2066699202,rice,train
90,20,120,4.86,1026.64,29.18636364,4.285714285714286,0.743801652892562,29963.888367369604,sweetpotato,train
100,40,90,6.02,714.68,26.45454545,2.4390243902439024,1.098901098901099,18906.534542205998,tomato,train
100,60,50,4.82,884.5,27.65454545,1.639344262295082,1.9607843137254901,24460.445450525,blackpepper,train
60,30,30,6.11,127.68,20.8,1.935483870967742,1.935483870967742,2655.744,wheat,train
10,20,20,6.5,1299.26,26.51818182,0.47619047619047616,0.47619047619047616,34454.012911453196,coriander,train
50,60,30,5.66,1011.49,30.43,0.819672131147541,1.6129032258064515,30779.6407,sunflower,train
50,10,60,5.54,1426.3,26.73636364,4.545454545454546,0.819672131147541,38134.075459732,garlic,train
20,40,20,5.48,34.81,34.66666667,0.4878048780487805,0.9523809523809523,1206.7466667827,moong,train
90,20,120,5.1,2169.32,23.73636364,4.285714285714286,0.743801652892562,51491.768371524806,sweetpotato,train
20,60,20,5.36,1110.78,25.66666667,0.32786885245901637,0.9523809523809523,28510.0200037026,soyabean,train
25,60,100,4.9,1111.68,28.64818182,0.4098360655737705,0.24752475247524752,31847.610765657602,turmeric,train
80,40,20,5.62,331.88,35.34666667,1.951219512195122,3.8095238095238093,11730.851734439599,maize,train
60,30,30,6.4,152.54,22.28,1.935483870967742,1.935483870967742,3398.5912,wheat,train
25,60,100,5.08,75.32,22.676,0.4098360655737705,0.24752475247524752,1707.9563199999998,turmeric,train
50,40,20,5.64,199.2125,21.3,1.2195121951219512,2.380952380952381,4243.226250000001,ragi,train
80,40,40,5.68,73.47,23.562,1.951219512195122,1.951219512195122,1731.10014,jowar,train
50,60,30,5.58,199.2125,21.3,0.819672131147541,1.6129032258064515,4243.226250000001,sunflower,train
120,40,20,5.52,579.75,34.01,2.926829268292683,5.714285714285714,19717.2975,cotton,train
100,75,50,6.48,1026.64,29.18636364,1.3157894736842106,1.9607843137254901,29963.888367369604,banana,train
50,40,20,5.04,145.76,21.66,1.2195121951219512,2.380952380952381,3157.1616,rapeseed,train
80,40,20,5.46,331.88,35.34666667,1.951219512195122,3.8095238095238093,11730.851734439599,maize,train
20,40,20,5.38,94.02,22.38,0.4878048780487805,0.9523809523809523,2104.1675999999998,moong,train
80,40,40,5.34,1145.22,28.5,1.951219512195122,1.951219512195122,32638.77,rice,train
50,60,30,5.66,884.5,27.65454545,0.819672131147541,1.6129032258064515,24460.445450525,sunflower,train
80,40,20,5.54,1145.22,28.5,1.951219512195122,3.8095238095238093,32638.77,maize,train
20,40,20,5.5,579.75,34.01,0.4878048780487805,0.9523809523809523,19717.2975,moong,train
80,40,20,5.6,1166.94,28.33333333,1.951219512195122,3.8095238095238093,33063.2999961102,maize,train
50,10,60,5.54,75.32,22.676,4.545454545454546,0.819672131147541,1707.9563199999998,garlic,train
80,40,20,5.32,98.98,34.92333333,1.951219512195122,3.8095238095238093,3456.7115330034,maize,train
20,60,20,5.42,423.745,22.07,0.32786885245901637,0.9523809523809523,9352.05215,soyabean,train
100,75,50,6.57,689.88,29.03727273,1.3157894736842106,1.9607843137254901,20032.2337109724,banana,train
100,75,50,6.32,2528.13,27.90909091,1.3157894736842106,1.9607843137254901,70557.8100022983,banana,train
80,40,20,5.64,607.48,26.36666667,1.951219512195122,3.8095238095238093,16017.2226686916,maize,train
50,60,30,5.66,70.11,25.6,0.819672131147541,1.6129032258064515,1794.816,sunflower,train
90,20,120,5.06,689.88,29.03727273,4.285714285714286,0.743801652892562,20032.2337109724,sweetpotato,train
20,40,20,5.44,98.98,34.92333333,0.4878048780487805,0.9523809523809523,3456.7115330034,moong,train
150,60,90,4.92,1037.32,28.08181818,2.459016393442623,1.6483516483516483,29129.831634477596,potato,train
80,40,20,5.44,113.7,30.26666667,1.951219512195122,3.8095238095238093,3441.320000379,maize,train
20,40,20,5.42,1166.94,28.33333333,0.4878048780487805,0.9523809523809523,33063.2999961102,moong,train
50,60,30,5.32,34.81,34.66666667,0.819672131147541,1.6129032258064515,1206.7466667827,sunflower,train
25,60,100,4.84,1603.2375,22.89090909,0.4098360655737705,0.24752475247524752,36699.563862178875,turmeric,train
60,30,30,6.57,19.38,22.766,1.935483870967742,1.935483870967742,441.20507999999995,wheat,train
50,40,20,5.68,1246.715,22.6,1.2195121951219512,2.380952380952381,28175.759,ragi,train
